"문화공간코드","문화공간명","교통구분코드","교통구분명","교통정보"
"100806","구로구청","T","버스정류장","구청앞"
"100806","구로구청","B","간선버스","503"
"100804","강서구시설관리공단","B","간선버스","161 604 606"
"100804","강서구시설관리공단","R","광역버스","9600 9601"
"100801","강서구 문화관광","G","지선버스","5712 6514 6627 6629 6645 6643"
"100801","강서구 문화관광","B","간선버스","604 606 607 650 652 661"
"100800","양천문화원","S","지하철","5호선 오목교역 / 5호선 목동역 / 2호선 신정네거리역 / 2호선 양천구청역"
"100799","신월문화체육센터","G","지선버스","6637"
"100799","신월문화체육센터","B","간선버스","571 603"
"100798","양천구민체육센터","S","지하철","2호선 양천구청역"
"100798","양천구민체육센터","T","버스정류장","양천구민체육센터"
"100796","구립마포청소년문화의집","Y","순환버스","마포08 마포15"
"100796","구립마포청소년문화의집","G","지선버스","7011 7013 7019 7711 7715 7730"
"100795","마포구시설관리공단(아트센터)","T","버스정류장","월드컵경기장 남측"
"100795","마포구시설관리공단(아트센터)","G","지선버스","6716 6712 5714"
"100794","서대문문화회관","G","지선버스","7713 7738 7720 7709(동신병원(홍은3동 동사무소) 하차 도보 5분) | 7721 7017 7021 7018(서대문등기소 하차도보 3분)  | 7017(서대문구청 하차 도보 10분)"
"100791","은평문화원","S","지하철","3호선 녹번역"
"100791","은평문화원","R","광역버스","9701"
"100790","은평구민체육센터","S","지하철","3호선 구파발역 2번 출구(도보 10분)"
"100790","은평구민체육센터","B","간선버스","471701703704706760"
"100788","은평구청","G","지선버스","7019 7025 7719 7722 7730"
"100786","노원어린이도서관","Y","순환버스","노원 01 노원06 노원 07 노원 11"
"100785","노원문화원","T","버스정류장","서울과학기술대학교 입구"
"100783","노원문화예술회관","G","지선버스","1140 1143 1131 1224 1142 1135"
"100782","노원구청","G","지선버스","1129 1138 1142 1161 1152"
"100781","도봉어린이문화정보센터","S","지하철","14호선 창동역 하차 1번 출구"
"100781","도봉어린이문화정보센터","G","지선버스","1119 1161"
"100780","도봉문화정보센터","T","버스정류장","도봉문화정보센터앞"
"100780","도봉문화정보센터","B","간선버스","102"
"100779","도봉문화원","T","버스정류장","구민회관 앞"
"100779","도봉문화원","B","간선버스","100 106 130140141142150160"
"100777","도봉구민회관","T","버스정류장","도봉구민회관"
"100777","도봉구민회관","G","지선버스","1118115111261165"
"100776","강북솔샘문화정보센터","G","지선버스","1165"
"100775","강북청소년문화정보도서관","T","버스정류장","강북구 삼양로 강북청소년문화정보도서관 입구 정류소 하자"
"100775","강북청소년문화정보도서관","B","간선버스","간선 (파랑): 104 109 144 121 → 강북구 삼양로 강북청소년문화정보도서관 입구 정류소 하자"
"100773","강북웰빙스포츠센터","G","지선버스","1124 1218"
"100773","강북웰빙스포츠센터","B","간선버스","145148"
"100772","강북구청","T","버스정류장","강북구청역 하차"
"100772","강북구청","G","지선버스","1165112811381127112811191165"
"100771","아리랑정보도서관","B","간선버스","162"
"100770","성북정보도서관","G","지선버스","1113"
"100767","개운산스포츠센터","G","지선버스","1220 1411번"
"100766","성북구민체육관","T","버스정류장","동덕여대 앞 하차"
"100763","중랑구립정보도서관","S","지하철","6호선 봉화산역(4번 출구)"
"100761","중랑문화체육관","S","지하철","7호선 사가정역(4번 출구)"
"100760","중랑구민체육센터","S","지하철","6호선 봉화산역(4번 출구) 7호선 중화역(2번출구 건너편 신한은행에서 버스(20121122번)환승)"
"100756","동대문구체육관","G","지선버스","1218 2112"
"100756","동대문구체육관","B","간선버스","262 720"
"100754","동대문구민체육센터","S","지하철","5호선 장한평역(3번출구) - 동대문소방서 방향"
"100753","동대문구민회관","S","지하철","5호선(장한평역) 3번 출구"
"100752","동대문구청","G","지선버스","1125 1227 2015 2112 421 2219 2221 2233"
"100751","자양4동도서관","G","지선버스","2014번 종점에서 도보 5분"
"100750","광진정보도서관","G","지선버스","5001 9701 9709"
"100749","광진구민체육센터","S","지하철","2호선 건대입구역 5번 출구 7호선 건대입구역 4번 출구 하차 후 청담대교 방면으로 100m 도보"
"100749","광진구민체육센터","G","지선버스","2217 2222 2223 2224"
"100746","성동문화원","S","지하철","2호선 5호선 중앙선 왕십리역 하차 9번 출구 한양대 방향으로 30m"
"100744","용산문화원","T","버스정류장","풍전아파트 정류장 / 산호아파트 정류장 / 삼성리버힐아파트정문앞 정류장"
"100743","용산문화체육센터","T","버스정류장","용산구 보건소 신계대림아파트"
"100741","중구문화원","S","지하철","2호선 을지로입구역(4번출구)"
"100741","중구문화원","B","간선버스","105 149 152 163 202 261 470 472"
"100737","종로문화원","S","지하철","3호선 안국역(경복궁방향 5분거리)"
"100737","종로문화원","B","간선버스","171 272 109"
"100735","종로문화체육센터","S","지하철","3호선 경복궁역(1번출구 도보 10분) 3호선 독립문역(3번출구 5번 마을버스 이용)"
"100735","종로문화체육센터","B","간선버스","171272601606706708"
"100734","종로구민회관","S","지하철","16호선 동묘역 9번 또는 8번출구에서 1분"
"100734","종로구민회관","R","광역버스","9301 9403 9410"
"100733","국립어린이청소년 도서관","T","버스정류장","교보타워사거리 강남역 씨티극장 반대편 강남역 하나은행"
"100732","국회도서관","B","간선버스","88 160 260 360 362 363 600 661"
"100727","정동극장","S","지하철","지하철 2호선 시청역 : ‘정동극장 방면’ 12번 출구 / 지하철 1호선 시청역 : ‘정동극장 방면’ 1번 출구"
"100727","정동극장","G","지선버스","00151711701670197022001370118000"
"100714","문화일보홀","S","지하철","5호선 서대문역 5번 출구"
"100714","문화일보홀","B","간선버스","703"
"100706","리틀엔젤스예술회관","S","지하철","5호선 아차산역 4번출구"
"100706","리틀엔젤스예술회관","B","간선버스","130 300 370"
"100704","LG아트센터","S","지하철","2호선 역삼역에서 하차 후 7번 출구"
"100695","서울연극센터","S","지하철","4호선 혜화역 4번 출구 바로 뒤편"
"100695","서울연극센터","G","지선버스","2112"
"100692","서울문화재단","Y","순환버스","8번 3번"
"100692","서울문화재단","B","간선버스","300163 303 370 721"
"100691","서울창작공간","S","지하철","1호선 제기역 4번출구 | 2호선 용두역 5번출구 | 2호선 상왕십리역 2번출구 | 2호선 왕십리역 7번출구"
"100691","서울창작공간","G","지선버스","1147 2221 9205(심야)"
"100671","우리금융아트홀","S","지하철","5호선 올림픽공원역 3번 출구(도보 5분) / 8호선 몽촌토성역 1번 출구(도보 15분)"
"100671","우리금융아트홀","B","간선버스","371"
"100559","상봉시네마","T","버스정류장","상봉시네마 앞"
"100559","상봉시네마","B","간선버스","200 201 260 270"
"100554","중랑구민회관","S","지하철","7호선 용마산역 1번출구"
"100554","중랑구민회관","B","간선버스","320 240A 272"
"100549","동국대학교 박물관","S","지하철","3호선 동대입구역"
"100549","동국대학교 박물관","T","버스정류장","동대입구역"
"100548","남산골 한옥마을","Y","순환버스","02"
"100548","남산골 한옥마을","G","지선버스","7011"
"100547","한국의 집 민속극장","T","버스정류장","대한극장 충무로역"
"100547","한국의 집 민속극장","Y","순환버스","02"
"100546","서울남산국악당","S","지하철","3.4호선 충무로역. 34번 출구 남산골한옥바을방향"
"100546","서울남산국악당","B","간선버스","104 105 263 140 507 604"
"100545","로댕갤러리","T","버스정류장","시청"
"100545","로댕갤러리","Y","순환버스","02"
"100545","로댕갤러리","A","공항버스","601 605"
"100544","한국금융사박물관","Y","순환버스","01"
"100544","한국금융사박물관","G","지선버스","0015 0212 1011 1012 1020 1711 7012 7020 7023"
"100543","조선일보미술관","Y","순환버스","01"
"100543","조선일보미술관","G","지선버스","0015 0212 1011 1012 1020 1711 7012 7020 7023"
"100542","농업박물관","Y","순환버스","01"
"100542","농업박물관","B","간선버스","160 161 200 260 270 271 300 370 401 402 406 470 471 600 601 602 702 703 705 720"
"100540","대한극장","S","지하철","3 4호선 충무로 역 하차(1번 출구 쪽에 대한극장 전용 연결통로가 있다)"
"100540","대한극장","Y","순환버스","02"
"100538","명보극장","S","지하철","23호선 을지로3가역 하차 4호선 충무로역 7번출구"
"100538","명보극장","G","지선버스","0013 0211 7011"
"100538","명보극장","R","광역버스","5500 9001 9401 9402 9411 7014"
"100536","이화여고 100주년기념관","S","지하철","서대문 5번 출구 도보8분서대문 2번 출구동대문 2번 출구"
"100536","이화여고 100주년기념관","R","광역버스","9701 9600 9704"
"100534","덕수궁미술관","S","지하철","12호선 시청역"
"100534","덕수궁미술관","Y","순환버스","02"
"100534","덕수궁미술관","R","광역버스","5500 9301(마방집) 9301(신장시장) 9301(하남시청) 9601 9703 9704 9706 9711 9712 9713"
"100529","충정로난타극장","S","지하철","충정로역 7번 출구와 극장이 연결되어 있음(도보8분)"
"100529","충정로난타극장","B","간선버스","172472600602603"
"100529","충정로난타극장","A","공항버스","6015 6002"
"100525","예지원","S","지하철","3호선 동대입구역"
"100524","국립중앙극장","T","버스정류장","국립극장 장충동"
"100524","국립중앙극장","B","간선버스","국립극장: 420 / 장충동: 144 301 420"
"100522","장충체육관","G","지선버스","0212"
"100522","장충체육관","R","광역버스","9410"
"100517","서울애니시네마","Y","순환버스","02"
"100516","서울 애니메이션 센터","Y","순환버스","02"
"100516","서울 애니메이션 센터","G","지선버스","0013 0013 7015"
"100515","남산예술센터드라마센터(구 동랑예술센터)","T","버스정류장","명동입구"
"100515","남산예술센터드라마센터(구 동랑예술센터)","Y","순환버스","02"
"100512","롯데화랑(본점)","T","버스정류장","롯데백화점"
"100512","롯데화랑(본점)","B","간선버스","103 143 151 152 163 261 262 340 420 461 500 701 702"
"100511","서울시립미술관","S","지하철","1 2호선 시청 정동극장 방향"
"100511","서울시립미술관","G","지선버스","7012"
"100509","CGV 명동","Y","순환버스","01 02"
"100509","CGV 명동","B","간선버스","103 105 143 151 152 163 261 262 300 401 406 500 501 701 702"
"100506","꼬스트홀","T","버스정류장","구 중앙극장 앞"
"100504","한국은행 화폐금융박물관","S","지하철","1호선 시청 (7번출구)  2호선 시청 (7번출구)  4호선 회현"
"100504","한국은행 화폐금융박물관","T","버스정류장","남대문시장"
"100504","한국은행 화폐금융박물관","R","광역버스","5500 9301(마방집) 9301(신장시장) 9301(하남시청) 9411 9502"
"100504","한국은행 화폐금융박물관","A","공항버스","605-1"
"100503","안중근의사기념관","T","버스정류장","남산도서관"
"100503","안중근의사기념관","G","지선버스","0014"
"100502","서울교육사료관","S","지하철","3호선 안국역 하차. 1번 출입구 풍문여고 방향"
"100501","세계장신구 박물관 (World Jewellery Museum)","G","지선버스","1012 7025(종로경찰서 하차)"
"100500","pkm gallery","S","지하철","3호선 안국연 1번 출구"
"100500","pkm gallery","B","간선버스","109 151 162 172 172 272"
"100500","pkm gallery","A","공항버스","602-1"
"100499","정독도서관","T","버스정류장","종로경찰서 앞"
"100499","정독도서관","B","간선버스","109151162171172272601"
"100496","가톨릭대학교 전례박물관","G","지선버스","종로02 1011 1018번"
"100490","극단연우무대","G","지선버스","1012 2112"
"100489","청아소극장(구 리듬공간소극장)","S","지하철","4호선 혜화 (1번출구) →낙산가든골목에서 직진하다 삼거리에서 좌측 (도보 2분)"
"100489","청아소극장(구 리듬공간소극장)","R","광역버스","9101 9410"
"100488","소호 아트 갤러리","T","버스정류장","경복궁"
"100488","소호 아트 갤러리","B","간선버스","162 171 272 601 606"
"100486","영인문학관","S","지하철","지하철 3호선 경복궁역 3번출구로 나와 1711번 또는 1020번 타고 평창동 사무소에 하차"
"100484","토탈미술관","G","지선버스","0212 7018 7021"
"100484","토탈미술관","R","광역버스","5500 9301(마방집) 9301(신장시장) 9301(하남시청) 9401 9402 9411"
"100483","갤러리 세줄","G","지선버스","1711 1020"
"100482","가나아트센터","G","지선버스","1020 1711 7211"
"100480","갤러리 인","T","버스정류장","안국역"
"100480","갤러리 인","B","간선버스","150 162 172 200 402 405 406 472 501 600 602 603 700 703"
"100480","갤러리 인","A","공항버스","601 605"
"100479","갤러리 도올","G","지선버스","7025"
"100479","갤러리 도올","A","공항버스","602-1"
"100478","대림미술관","G","지선버스","0212 1020 1711 7016 7018 7022 종로09"
"100475","조형갤러리","T","버스정류장","종로2가"
"100475","조형갤러리","G","지선버스","0212"
"100474","선갤러리","T","버스정류장","종로2가"
"100474","선갤러리","G","지선버스","0212 7018 7021"
"100471","공갤러리","G","지선버스","0212 7018 7021"
"100471","공갤러리","B","간선버스","100 108 140 143 150 160 200 260 270 300 370 400 470 501 601 701 705 720"
"100472","덕원갤러리","T","버스정류장","종로2가 인사동거리내"
"100472","덕원갤러리","G","지선버스","0212 7018 7021"
"100470","갤러리 상","B","간선버스","109 151 162 171 172 272"
"100470","갤러리 상","A","공항버스","602-1"
"100466","한국미술박물관","S","지하철","3호선 안국 (2번출구) 5호선 종로3가 (6번출구) 창덕궁 방향으로 도보10분"
"100464","LG상남도서관","B","간선버스","109 151 162 171 172 272"
"100464","LG상남도서관","R","광역버스","7025"
"100462","운현궁","G","지선버스","종로01  종로02"
"100462","운현궁","B","간선버스","109 151 162 171 172 272"
"100461","떡? 부엌살림 박물관","S","지하철","종로3가 (135호선 6번출구)"
"100460","국립서울과학관","T","버스정류장","성대입구 창경궁"
"100460","국립서울과학관","B","간선버스","성대입구: 101 140 150 151 162 171 172 272 301 / 창경궁: 104 162 272"
"100458","두산아트센터 space111","S","지하철","1호선 종로 5가역에서 1번출구 오가약국 골목으로 30m"
"100458","두산아트센터 space111","G","지선버스","2-2 이화마을버스(종로) 2014 1011 1019 0212 2112 7025"
"100457","연강홀","S","지하철","1호선 종로5가 (1번출구) 도보 2분"
"100457","연강홀","Y","순환버스","01"
"100457","연강홀","R","광역버스","9101 9410"
"100456","의학박물관","T","버스정류장","대학로 혜화동   혜화동 성대입구"
"100456","의학박물관","B","간선버스","100 101102 103 104106 107 109 140 143 150 160 161 1011 1018"
"100454","대학로극장","S","지하철","4호선 혜화역 하차 (2번)출구로 나와 방송통신대학 방면으로 도보 100m 정도"
"100454","대학로극장","T","버스정류장","방송통신대학 또는 해외개발공사 앞 하차"
"100448","경찰박물관","S","지하철","3호선 경복궁 (7번출구)  5호선 광화문 (1번출구)"
"100448","경찰박물관","T","버스정류장","광화문"
"100448","경찰박물관","R","광역버스","5001 9602 9701 9702 9704 9705 9709 9710"
"100448","경찰박물관","A","공항버스","1노선(시청) 602"
"100446","성곡미술관","S","지하철","5호선 광화문 (4번출구) 광화문4거리에서 서대문 방향으로"
"100446","성곡미술관","B","간선버스","160 161 200 260 270 271 300 370 401 402 406 470 471 600 601 602 702 703 705 720"
"100446","성곡미술관","R","광역버스","5001 9602 9701 9702 9704 9705 9709 9710"
"100441","금호아트홀","S","지하철","지하철 5호선 광화문역 7번 출구 서대문 방향 200m"
"100441","금호아트홀","R","광역버스","9701 9705"
"100439","조세박물관","S","지하철","1호선 종각역 1번 출구  3호선 안국역 6번 출구 5호선 광화문역 2번 출구 걸어서 10분 이내 거리"
"100436","학고재","T","버스정류장","경복궁 한국일보앞"
"100436","학고재","R","광역버스","9602"
"100434","국제갤러리","S","지하철","3호선 안국 (1번출구) 국립민속박물관 방향"
"100434","국제갤러리","R","광역버스","9602"
"100433","신문박물관","S","지하철","5호선 광화문 (5번출구)"
"100433","신문박물관","B","간선버스","160 161 200 260 270 271 300 370 401 402 406 470 471 600 601 602 702 703 705 720"
"100433","신문박물관","R","광역버스","5001 9602 9701 9702 9704 9705 9709 9710"
"100432","국립민속박물관","S","지하철","3호선 경복궁 (5번출구)  5호선 광화문 (2번출구) 걸어서 15분"
"100432","국립민속박물관","B","간선버스","162 171 272 601 606"
"100432","국립민속박물관","R","광역버스","9602"
"100431","국립고궁박물관","S","지하철","3호선 경복궁역 (5번출구) 5호선 광화문역 (1번출구)"
"100431","국립고궁박물관","T","버스정류장","경복궁 경복궁역"
"100431","국립고궁박물관","R","광역버스","9602 9708"
"100431","국립고궁박물관","A","공항버스","602-1"
"100430","일민미술관","S","지하철","5호선 광화문역 5번출구   12호선 시청역 4번출구 (도보 10분)"
"100430","일민미술관","G","지선버스","7019 7023"
"100430","일민미술관","A","공항버스","1노선(시청) 602"
"100428","아트센터 나비","G","지선버스","0014 0015 0212 7018 0212 1020"
"100428","아트센터 나비","R","광역버스","9701 9701(심야) 9301(신장시장) 9301(하남시청) 9401 9411 9411(심야)"
"100426","부엉이 박물관","B","간선버스","경복궁: 162 171 272 601 606 / 한국일보앞: 110(고려대) 110(국민대)"
"100426","부엉이 박물관","R","광역버스","경복궁: 9602"
"100425","한국사회과학도서관","S","지하철","3호선 - 경복궁역(1번 출구)"
"100425","한국사회과학도서관","T","버스정류장","사직공원"
"100425","한국사회과학도서관","R","광역버스","9703 9711 9712"
"100424","종로도서관","G","지선버스","7025 7212 1020 1711 7018 7022"
"100424","종로도서관","B","간선버스","171 272 601 607 700 706 708"
"100423","어린이도서관","S","지하철","3호선 경복궁역 1번 출구"
"100423","어린이도서관","T","버스정류장","적선동 혹은 사직공원하차"
"100422","금호미술관","S","지하철","3호선 경복궁 (5번출구)"
"100422","금호미술관","R","광역버스","9602"
"100421","갤러리 현대","T","버스정류장","경복궁 한국일보앞"
"100421","갤러리 현대","G","지선버스","0015 0212 1012 1020 7012 7020 1020 1711 7111 7211"
"100417","단성사","T","버스정류장","단성사"
"100417","단성사","G","지선버스","0212"
"100416","판타지움","B","간선버스","151 301"
"100443","영국문화원","S","지하철","5호선 광화문 (6번출구)"
"100443","영국문화원","B","간선버스","160 161 200 260 270 271 300 370 401 402 406 470 471 600 601 602 702 703 705 720"
"100443","영국문화원","R","광역버스","5001 9602 9701 9702 9704 9705 9709 9710"
"100442","문호아트홀","S","지하철","지하철 5호선 광화문역 7번 출구 서대문 방향 200m(새문안교회와 구세군회관 사이)"
"100414","예술극장 <나무와 물>","T","버스정류장","동성중고 버스정류장"
"100414","예술극장 <나무와 물>","B","간선버스","101 102 103 104 106 107 109 140 143 150 160"
"100412","생명과학박물관","S","지하철","지하철 5호선 오목교역 8번 출구에서 민물 장어 식당 쪽으로 들어 오셔서 전신주 안내간판을 따라 오십시오"
"100412","생명과학박물관","B","간선버스","640 650"
"100410","짚?풀 생활사박물관","S","지하철","4호선 혜화 (4번출구) 도보 3분"
"100410","짚?풀 생활사박물관","G","지선버스","1011 1012 1018 1019 2112"
"100403","쇳대박물관","S","지하철","4호선 혜화역 2번 출구 (도보 5~10분 소요)"
"100403","쇳대박물관","G","지선버스","1012 1018 2112"
"100402","문예진흥원 아르코미술관","S","지하철","4호선 혜화 (2번출구)"
"100402","문예진흥원 아르코미술관","G","지선버스","1011 1012 1018 1019 2112"
"100385","동키홀","S","지하철","혜화역 2번 출구로 나와 KFC골목으로 걸어들어오면 된다."
"100382","단막극장","S","지하철","혜화역 1번출구 - 동숭아트센터 뒷편"
"100381","까망소극장","S","지하철","혜화역 2번출구"
"100379","갈갈이홀","S","지하철","지하철 4호선 혜화역 2번 출구"
"100378","학전GREEN소극장","S","지하철","4호선 혜화 (1번출구) →아이겐포스트 SKC 사잇길(도보 2분)"
"100378","학전GREEN소극장","G","지선버스","1011 1012 1018 1019 2112"
"100376","소극장아리랑","T","버스정류장","혜화역"
"100376","소극장아리랑","B","간선버스","100 101 102 103 104 106 107 140 143 150 151 160 161 301"
"100375","샘터 파랑새 극장","G","지선버스","1011 1012 1018 1019 2112"
"100375","샘터 파랑새 극장","R","광역버스","9101 9410"
"100372","동숭아트센터","S","지하철","4호선 혜화 (1번출구) 도보 3분"
"100371","대학로문화공간","T","버스정류장","혜화역"
"100371","대학로문화공간","G","지선버스","1011 1012 1018 1019 2112"
"100367","중국문화원","S","지하철","3호선 경복궁역 7번출구"
"100366","서울 아트 시네마","T","버스정류장","종로3가"
"100365","대안공간 풀","G","지선버스","7025"
"100365","대안공간 풀","A","공항버스","602-1"
"100364","삼성출판박물관","T","버스정류장","구기동"
"100364","삼성출판박물관","G","지선버스","0212 7022 7111 7211"
"100363","한국공예문화진흥원","S","지하철","3호선 안국 (6번출구)"
"100363","한국공예문화진흥원","A","공항버스","602-1"
"100360","보나장신구 박물관","S","지하철","3호선 안국역 6번출구 1호선 종각역 3-1번 출구"
"100360","보나장신구 박물관","T","버스정류장","조계사 종로경찰서 앞"
"100358","토포하우스","G","지선버스","0212"
"100358","토포하우스","B","간선버스","143 150 160 161 200 260 262 270 271 300 370 400 601 705 720"
"100356","인사아트프라자갤러리","S","지하철","3호선 안국 (6번출구)"
"100356","인사아트프라자갤러리","T","버스정류장","안국역"
"100356","인사아트프라자갤러리","A","공항버스","602-1"
"100355","인사아트센터","G","지선버스","7025"
"100355","인사아트센터","B","간선버스","109 151 162 171 172 272"
"100351","동호갤러리","G","지선버스","0212"
"100351","동호갤러리","B","간선버스","143 150 160 161 200 260 262 270 271 300 370 400 601 705 720"
"100350","동서화랑","S","지하철","3호선 안국 (6번출구) 인사동방향"
"100350","동서화랑","T","버스정류장","종로2가"
"100350","동서화랑","A","공항버스","601 602"
"100348","동덕아트갤러리","T","버스정류장","종로경찰서(안국역)"
"100348","동덕아트갤러리","G","지선버스","7025"
"100347","단성갤러리","S","지하철","1호선 종로3가 (1번출구)  3호선 안국 (6번출구)"
"100347","단성갤러리","R","광역버스","9301(마방집) 9301(신장시장) 9301(하남시청)"
"100347","단성갤러리","A","공항버스","601 602"
"100346","노화랑","T","버스정류장","종로2가"
"100346","노화랑","G","지선버스","0212 7018 7021"
"100345","김영섭사진화랑","S","지하철","3호선 안국 (6번출구)"
"100345","김영섭사진화랑","T","버스정류장","인사동(종로경찰서)"
"100344","관훈갤러리","S","지하철","3호선 종로3가 3호선 안국 (6번출구)"
"100344","관훈갤러리","B","간선버스","143 150 160 161 200 260 262 270 271 300 370 400 601 705 720"
"100344","관훈갤러리","A","공항버스","601 602"
"100343","경인미술관","T","버스정류장","인사동 종로경찰서"
"100343","경인미술관","A","공항버스","602-1"
"100342","갤러리미즈","T","버스정류장","안국역 종로2가"
"100342","갤러리미즈","R","광역버스","9710 5500 9301(마방집) 9301(신장시장) 9301(하남시청) 9401 9402 9411"
"100341","갤러리 아트사이드","T","버스정류장","안국역 종로3가"
"100341","갤러리 아트사이드","R","광역버스","9710 9301(마방집) 9301(신장시장) 9301(하남시청)"
"100340","갤러리 선앤문","G","지선버스","0015 0212 1012 1020 7012 7020"
"100339","갤러리 룩스","B","간선버스","109 151 162 171 172 272"
"100339","갤러리 룩스","A","공항버스","602-1"
"100338","갤러리 가이아","S","지하철","3호선 안국역 6번출구"
"100338","갤러리 가이아","A","공항버스","602-1"
"100337","가람화랑","B","간선버스","109  151  162  171  172  272  601"
"100337","가람화랑","A","공항버스","602-1"
"100336","가나아트스페이스","T","버스정류장","인사동 종로경찰서"
"100336","가나아트스페이스","A","공항버스","602-1"
"100332","브레이크 아웃 전용극장","S","지하철","지하철 135호선 종로 3가역 15번 출구 1호선 종각역 하차 4번출구"
"100331","서울극장","T","버스정류장","종로3가역"
"100331","서울극장","R","광역버스","9301.601.602"
"100330","서울아트센터","S","지하철","1호선 종각 (3번출구)"
"100330","서울아트센터","G","지선버스","0015 0212 1012 1020 7012 7020 0212 7018 7021"
"100330","서울아트센터","A","공항버스","601 602"
"100328","한국불교역사문화기념관","S","지하철","1호선 종각역 2번출구 3호선 안국역 6번출구 조계사방면"
"100327","체신기념관","T","버스정류장","안국동 제일은행 본점 종로경찰서 경유"
"100325","불교미술관","G","지선버스","7025"
"100325","불교미술관","A","공항버스","605-1"
"100323","동산방화랑","T","버스정류장","종로경찰서(안국역)"
"100323","동산방화랑","A","공항버스","602-1"
"100321","서울닭문화관","S","지하철","지하철 3호선 안국역 2번 출구로 나오셔서 마을버스 02번을 타시고 안국선원앞에 하차"
"100316","은평구립도서관","T","버스정류장","연신내역 (3 6호선) 하차후 버스환승"
"100316","은평구립도서관","G","지선버스","7211 7715 7720 7725"
"100314","도원극장","S","지하철","3호선 녹번역 5번 출구"
"100311","독일문화원","T","버스정류장","남산도서관"
"100311","독일문화원","G","지선버스","0014"
"100309","남산도서관","T","버스정류장","남산도서관"
"100309","남산도서관","Y","순환버스","2"
"100308","숙명여자대학교 정영양자수박물관","S","지하철","지하철 1호선 남영역 도보 15분 거리 지하철 4호선 숙대입구역 10번출구 도보 10분거리 지하철 6호선 효창공원앞 역 1 2번 출구 도보 10분거리"
"100308","숙명여자대학교 정영양자수박물관","G","지선버스","13 15 16 211 1711"
"100304","삼성미술관 Leeum","G","지선버스","0014 0015 0015(용산방향)"
"100304","삼성미술관 Leeum","B","간선버스","110(고려대) 110(국민대)"
"100303","이탈리아 문화원","B","간선버스","110(고려대) 110(국민대) 140 142 144 400 402 405 420 470 471 472"
"100303","이탈리아 문화원","R","광역버스","5500 9001 9401 9402 9410 9411"
"100299","숙명여자대학교 박물관","S","지하철","4호선 숙대입구역(10번출구) 1호선 남영역 6호선 효창공원앞역(12번 출구)"
"100299","숙명여자대학교 박물관","A","공항버스","601"
"100294","국립중앙박물관 극장 용","R","광역버스","9502"
"100293","전쟁기념관","G","지선버스","0013(서울역) 0013(왕십리) 0015 0015(용산방향)"
"100298","남산전시관","T","버스정류장","남산도서관"
"100294","국립중앙박물관 극장 용","T","버스정류장","국립중앙박물관"
"100292","별난물건박물관","S","지하철","4호선 6호선 삼각지역(12번 출구)에서 내려 도보로 5분거리 | 1호선 남영역(1번 출구)에서 도보로 15분 거리 | 1호선 용산역(2번 출구)에서 도보로 15분 거리"
"100292","별난물건박물관","G","지선버스","0013 0015 용산03"
"100291","서울타워","T","버스정류장","남산도서관 도보 15분"
"100285","LG 사이언스홀","G","지선버스","5615 5618 5711 5713 6621 6623 6630 6633 7613"
"100285","LG 사이언스홀","R","광역버스","9409"
"100157","동작도서관","Y","순환버스","2 2-1 3-1 3-2 (정류장 이름 : 장승배기역)"
"100082","강서도서관","B","간선버스","602 650"
"100156","경희대학교 자연사박물관","T","버스정류장","1215 (월계동 - 청량리)"
"100155","경희대학교 중앙박물관","S","지하철","1호선 회기역 1번 출구 하차 도보로 10-15분 마을버스 5분"
"100154","세종대왕기념관","G","지선버스","1222"
"100152","서울시립대학교 박물관","S","지하철","1호선 청량리역 4번출구 앞 171957 번 버스 이용 5호선 답십리역 4번출구 앞 57번 버스 이용"
"100150","서울약령시한의약박물관","S","지하철","■ 1호선 제기역 3번출구 (도보3분)                               ■ 2호선 용두역 2번출구 (도보7분)"
"100148","동대문도서관","R","광역버스","9403 9301"
"100141","덕성여자대학교 박물관","T","버스정류장","101번 109번 144번 151번 170번 1144번 1217번 1218번 1219번"
"100139","도봉도서관","S","지하철","4호선 수유역하차 4번출구 1호선 창동역하차 1번출구 → 버스환승"
"100136","노원구민체육센터","G","지선버스","1131 1135 1137 1140 1144 1160"
"100135","노원평생학습관","G","지선버스","1131 1135 1137 1140"
"100132","롯데시네마 노원","T","버스정류장","노원역"
"100129","노원정보도서관","T","버스정류장","보람아파트 후문 성원 아파트 앞 보람아파트입구(1단지)"
"100006","성암아트홀","G","지선버스","4428 3219 4312 무형문화전수회관 정류장 3412 6411 영동지점 국민은행 정류장"
"100017","라트어린이극장","B","간선버스","406641"
"100126","육군사관학교 박물관","B","간선버스","108"
"100121","금천구립도서관","G","지선버스","5533 5619 5620"
"100116","구로구민회관 대강당","Y","순환버스","구로9 구로10 구로11"
"100115","구로도서관","G","지선버스","6613 6650 6653 5626 5619 6411"
"100112","고척도서관","S","지하철","1호선 개봉역 2번출구 - 버스환승(구로01 구로08)"
"100111","건국대학교 박물관","S","지하철","2호선 건대입구역 2번출구 & 7호선 건대입구역 4번출구 | 7호선 어린이대공원역 3번 출구"
"100110","건국대학교 새천년대공연장","S","지하철","2호선 건대입구역 2번출구 & 7호선 건대입구역 4번출구  7호선 어린이대공원역 3번 출구"
"100106","나루아트센터","S","지하철","지하철 2호선 건대입구역 5번출구 지하철 7호선 건대입구역 4번출구"
"100103","유니버설아트센터","T","버스정류장","아차산역(대공원후문)"
"100018","민속극장풍류","R","광역버스","9414"
"100104","어린이회관","B","간선버스","302"
